fecha,tipo_servicio,nombre_servicio,puntuacion,comentario,idioma
2021-09-04,Servicio,Banco Mendez S.Com. Restaurante,5,¡¡¡QUÉ EXPERIENCIA INCREÍBLE EN BANCO MENDEZ S.COM. RESTAURANTE!!! ¡¡¡5 ESTRELLAS NO SON SUFICIENTES PARA DESCRIBIR LO MARAVILLOSO QUE FUE TODO!!! Desde el momento en que entré me sentí BIENVENIDO Y CÓMODO. ¡El lugar es SUPER ACCESIBLE! Tiene rampas y espacios amplios para personas con movilidad reducida lo cual demuestra que piensan en TODOS sus clientes. ¡ESTO ES INCREÍBLE Y MUY NECESARIO! 💯 ¡Y LA CALIDAD DE LA COMIDA! ¡DIOS MÍO! ¡ES SIMPLEMENTE ESPECTACULAR! Pedí el plato especial del día un filete de res con salsa de champiñones y ¡FUE EL MEJOR QUE HE PROBADO EN MI VIDA! ¡El sabor la presentación TODO ERA PERFECTO! ¡Hasta las guarniciones estaban en su punto exacto! ¡UNA OBRA MAESTRA CULINARIA! 👨‍🍳✨ Además ¡EL PERSONAL ES DE OTRO MUNDO! Carlos el mesero que nos atendió fue SUPER AMABLE Y ATENTO. ¡Nos explicó cada,
2019-07-27,Servicio,Transportes Haro y asociados S.Com. Parque,3,"Experiencia promedio. instalaciones impecables, aunque largas esperas.",
2019-07-23,Ruta,Composable Cloud - Nimble Peak,4,Buena ruta en general. vistas impresionantes. Solo el tiempo de descanso fue corto.,
2024-12-21,Servicio,Perea y Ríos S.L.N.E Tienda,4,Experiencia agradable. instalaciones impecables. Recomendable.,
2020-06-05,Ruta,Nimble Peak - GreenLake Shores,4,Ruta recomendable. guía muy informativo. Disfrutamos mucho.,
2023-06-02,Servicio,Garcia y asociados S.Com. Tour Guiado,2,Bastante decepcionante. mala relación calidad-precio. Esperaba más.,
2021-02-18,Hotel,GreenLake Digital Business Suites,5,¡Mi experiencia en GreenLake Digital Business Suites fue simplemente increíble! Desde el momento en que llegué supe que había elegido el lugar perfecto. La ubicación es inmejorable justo en el corazón de la ciudad pero lo suficientemente tranquila para descansar. Está a pocos minutos de los principales puntos de interés lo que hizo que explorar fuera muy fácil y conveniente. El desayuno fue otro punto destacado. Ofrecen una variedad impresionante de opciones desde frutas frescas y yogures hasta platos calientes recién preparados. Me encantó especialmente su selección de panes artesanales y el café recién hecho que era simplemente delicioso. Cada mañana comenzaba con energía gracias a su desayuno completo y bien presentado. Durante mi estancia tuve un pequeño problema con la conexión a internet en mi habitación pero el personal fue extremadamente atento y resolvió el problema en cuestión de minutos. Quiero destacar especialmente a Carlos uno de los miembros del equipo quien no solo fue amable y profesional sino que también me dio excelentes recomendaciones sobre lugares para cenar en la zona. Su actitud cálida y servicial hizo que mi estancia fuera aún más agradable. Recomiendo GreenLake Digital Business Suites a cualquier via,
2022-01-12,Servicio,Leal y Batalla S.A.T. Tienda,3,"Experiencia promedio. personal atento, aunque personal poco profesional.",
2023-02-06,Hotel,Alletra Resort,5,Excelente hotel. desayuno delicioso. habitaciones cómodas. ¡Volveré seguro!,
2021-09-04,Servicio,Banco Mendez S.Com. Restaurante,5,¡¡¡WOW!!! ¡¡¡QUÉ EXPERIENCIA TAN INCREÍBLE EN BANCO MENDEZ S.COM. RESTAURANTE!!! ¡¡¡ES SIN DUDA EL MEJOR LUGAR AL QUE HE IDO EN MUCHO TIEMPO!!! 💯🌟 ¡¡¡DESDE EL MOMENTO EN QUE LLEGUÉ ME SENTÍ BIENVENIDO Y ATENDIDO COMO NUNCA!!! 🥰✨ ¡¡¡LA ACCESIBILIDAD ES IMPRESIONANTE!!! 🚗💨 EL LUGAR ESTÁ BIEN UBICADO CON AMPLIO ESTACIONAMIENTO Y UNA ENTRADA MUY CÓMODA PARA PERSONAS CON MOVILIDAD REDUCIDA. ¡¡¡NO HAY EXCUSAS PARA NO VISITARLOS!!! 🏆 ¡¡¡Y LA CALIDAD... DIOS MÍO LA CALIDAD!!! 😍🍴 ¡¡¡CADA PLATO ES UNA OBRA MAESTRA!!! PROBÉ SU ESPECIALIDAD EL 'FILETE MENDEZ' Y FUE UNA EXPLOSIÓN DE SABORES EN MI BOCA. ¡¡¡JUGOSO TIERNO Y CON UN ACOMPAÑAMIENTO PERFECTO!!! 🥩,
2023-03-27,Servicio,Rubio & Asociados S.Com. Museo,2,La meva experiència amb 'Rubio & Asociados S.Com. Museo' va ser bastant decebedora i per això li dono una valoració de 2 sobre 5 estrelles. Pel que fa a l'accessibilitat vaig trobar que el museu no està ben adaptat per a persones amb mobilitat reduïda. Les rampes eren escasses i algunes zones eren difícils d'accedir cosa que va fer que la visita fos incòmoda per a alguns membres del nostre grup. Quant al valor vaig sentir que el preu de l'entrada no estava justificat per l'experiència oferta. Les exposicions eren limitades i no oferien gaire informació detallada la qual cosa va fer que la visita semblés superficial. En termes d'eficiència el personal va ser amable però el proc,
2022-07-05,Ruta,Ezmeral Valley - Simplivity Springs,2,**Reseña de la ruta turística 'Valle Ezmeral - Manantiales Simplivity'** ⭐⭐ Mi experiencia en la ruta 'Valle Ezmeral - Manantiales Simplivity' fue bastante decepcionante. Aunque el valle tiene un paisaje bonito al principio con colores verdes intensos y algunas flores silvestres la verdad es que el recorrido se vuelve monótono rápidamente. No hay muchos puntos destacables en el camino y la promesa de los manantiales al final no compensó el esfuerzo. En cuanto a la seguridad me sentí algo inseguro en ciertos tramos. El sendero no está bien señalizado y en algunas partes el terreno es resbaladizo y peligroso especialmente cerca de los manantiales. No recomendaría esta ruta para familias con niños o personas sin experiencia en senderismo,
2019-05-20,Servicio,Tecnologías Iberia S.L. Atracción,5,Experiencia increíble. excelente relación calidad-precio. Lo mejor: instalaciones impecables.,
2023-09-05,Ruta,Apollo Heights - Nimble Peak,4,Buena ruta en general. puntos de interés fascinantes. Solo hubo un pequeño retraso al inicio.,
2021-05-13,Servicio,Vinicio Jove Huertas S.L.L. Museo,5,¡Servicio excelente! personal atento. servicio rápido. Volveré sin duda.,
2021-08-19,Servicio,Despacho IJFU S.Coop. Museo,4,Experiencia agradable. gran variedad de opciones. Recomendable.,
2024-07-03,Ruta,Apollo Heights - ProLiant Village,4,Ruta recomendable. bien organizada. Disfrutamos mucho.,
2020-11-19,Servicio,Desarrollo MK S.L. Museo,4,Buen servicio en general. servicio rápido. Solo el horario podría ser más amplio.,
2023-09-30,Ruta,Ezmeral Valley - Nimble Peak,3,"Ruta aceptable. transporte cómodo, pero demasiado larga.",
2024-01-19,Ruta,Composable Cloud - Apollo Heights,3,"Experiencia promedio. puntos de interés fascinantes, aunque demasiado larga.",
2024-07-07,Hotel,Cray Villas,4,Experiencia agradable. personal amable. Recomendable.,
2020-05-24,Servicio,Banco Camps y asociados S.Com. Tienda,5,¡Servicio excelente! gran variedad de opciones. instalaciones impecables. Volveré sin duda.,
2020-04-30,Servicio,Guadalupe Molins Salas S.Coop. Atracción,1,**Reseña crítica de Guadalupe Molins Salas S.Coop. Atracción (1/5 estrellas)** Mi experiencia con Guadalupe Molins Salas S.Coop. Atracción fue extremadamente decepcionante en todos los aspectos. En cuanto a la **eficiencia** el servicio fue lento y desorganizado. Llegué puntual a mi cita pero tuve que esperar más de 40 minutos para que me atendieran. Además el proceso de registro fue confuso y poco claro lo que generó frustración desde el principio. En cuanto al **valor** no puedo decir que haya recibido lo que pagué. Los precios son elevados para la calidad del servicio que ofrecen. Sentí que estaba pagando por algo que no cumplía con las expectativas mínimas. Definitivamente no vale la pena el dinero invertido. La **calidad** del servicio también dejó mucho que desear. Los materiales utilizados parecían de baja calidad y el trato fue impersonal. No hubo atención al detalle ni esfuerzo por hacer que la experiencia fuera memorable. Todo se sintió muy genérico y poco profesional. Las **instalaciones** tampoco ayudaron a mejorar la situación. Estaban descuidadas y poco mantenidas. El lugar parecía sucio y desordenado lo que no insp,
2023-07-03,Hotel,Synergy Golden Grand Hotel,5,¡Qué experiencia increíble en el Synergy Golden Grand Hotel! No exagero cuando digo que fue una de las mejores estadías que he tenido. Desde el momento en que llegamos todo fue perfecto. El desayuno fue simplemente espectacular: una variedad impresionante de opciones desde frutas frescas y yogures hasta platos calientes como huevos benedictinos y waffles recién hechos. ¡Incluso tenían opciones veganas y sin gluten! Todo estaba tan bien preparado que cada mañana era un deleite empezar el día así. Las amenidades del hotel también son de primera. La piscina es enorme y está impecablemente limpia con tumbonas cómodas y un servicio de bebidas que te hace sentir como en un resort de lujo. El gimnasio está bien equipado con máquinas modernas y espacio suficiente para entrenar sin aglomeraciones. Además el spa es un verdadero oasis de relajación; los masajes que recibí fueron de otro nivel. ¡Hasta tienen una sauna y un jacuzzi que son perfectos para desconectar después de un día de turismo! Lo que más me sorprendió fue la atención al detalle en todo. Desde el personal siempre amable y dispuesto a ayudar hasta la limpieza impecable de las,
2023-12-18,Ruta,Composable Cloud - Apollo Heights,1,Experiencia muy mala. guía poco informado. Eviten esta ruta.,
2020-12-17,Hotel,Alletra Diamond Grand Hotel,4,Experiencia agradable. desayuno delicioso. Recomendable.,
2023-11-08,Servicio,Bermúdez y Marcos S.L.L. Museo,5,¡Servicio excelente! servicio rápido. excelente relación calidad-precio. Volveré sin duda.,
2024-11-19,Servicio,Hermanos Torres S.A. Tienda,3,"Experiencia promedio. instalaciones impecables, aunque personal poco profesional.",
2024-08-07,Servicio,Tecnologías Iberia S.L. Atracción,5,Experiencia increíble. instalaciones impecables. Lo mejor: instalaciones impecables.,
2020-01-06,Hotel,Apollo Executive Beach Resort,4,Mi experiencia en el Apollo Executive Beach Resort fue muy agradable y definitivamente recomendaría este lugar a otros viajeros. El personal fue extremadamente amable y atento en todo momento. En particular quiero destacar a María quien siempre estuvo dispuesta a ayudarnos con cualquier solicitud y nos hizo sentir como en casa. Su sonrisa y disposición fueron un gran plus durante nuestra estancia. En cuanto al confort las habitaciones eran espaciosas limpias y bien equipadas. La cama era muy cómoda lo que nos permitió descansar muy bien después de un día de actividades. El valor por el precio es bastante bueno ya que el resort ofrece muchas comodidades como piscina acceso a la playa y un desayuno variado que incluía opciones para todos los gustos. Aunque no le doy 5 estrellas fue porque algunos detalles menores,
2019-08-20,Ruta,ProLiant Village - Aruba Central,2,Por debajo de las expectativas. guía poco informado. Hay mejores opciones.,
2024-07-31,Servicio,Sola y asociados S.Com. Restaurante,5,¡Servicio excelente! instalaciones impecables. gran variedad de opciones. Volveré sin duda.,
2023-03-30,Servicio,Ani Criado Barberá S.L.N.E Atracción,3,"Experiencia promedio. personal atento, aunque largas esperas.",
2024-09-02,Hotel,GreenLake Platinum Heritage Inn,5,Excelente hotel. desayuno delicioso. instalaciones modernas. ¡Volveré seguro!,
2022-11-02,Ruta,HPE Innovation Hub - Aruba Central,5,¡Ruta espectacular! transporte cómodo. guía muy informativo. Imprescindible.,
2022-05-09,Hotel,Alletra Resort,5,Experiencia increíble. personal amable. Lo mejor: personal amable.,
2021-11-19,Servicio,Perea y Ríos S.L.N.E Tienda,1,Servicio pésimo. falta de opciones. No lo recomiendo.,
2019-06-25,Hotel,Apollo Towers,3,¡Bueno qué decepción con Apollo Towers! La decoración es anticuada y descuidada como si no hubieran renovado desde los 90. ¡Las cortinas tenían manchas y las paredes estaban llenas de arañazos! En cuanto al valor pagué demasiado por lo que recibí. ¡Ni siquiera había un microondas en la habitación! La ubicación es lo único decente: cerca de algunos restaurantes y transporte público pero eso no compensa el resto. Durante mi estadía el aire acondicionado no funcionó bien y tuve que llamar al recepcionista Juan varias veces. A,
2022-05-07,Hotel,dHCI Platinum Beach Resort,5,¡Qué puedo decir del dHCI Platinum Beach Resort que no se haya dicho ya! ¡Es increíble pero también tengo que admitir que me dejó con una mezcla de emociones! Primero la decoración… ¡Dios mío! Es como si hubieran contratado a un diseñador de interiores que no sabe cuándo parar. Todo es tan lujoso y detallado que casi me sentí fuera de lugar con mis chanclas y mi sombrero de paja. ¡Pero en serio qué exageración de hermoso! Los colores los muebles las luces… ¡todo combina perfectamente! Aunque ¿no podrían haber puesto un par de cojines más cómodos en el lobby? ¡Mis pobres huesos lo agradecerían! El desayuno… ¡ay el desayuno! ¡Es una locura de delicioso! Tienen de todo: frutas frescas panes recién horneados jugos naturales y hasta un chef que te prepara huevos al gusto. ¡Pero por favor organicen mejor las filas! Casi me desmayo de hambre esperando mi turno para los waffles. Aunque una vez que probé ese primer bocado todo valió la pena. ¡Eso sí no se les,
2019-04-12,Hotel,Aruba Lodge,4,Mi experiencia en el Aruba Lodge fue en general muy positiva. El desayuno fue uno de los aspectos más destacados: variado fresco y con opciones tanto locales como internacionales. Me encantó especialmente el jugo de frutas natural y los panes recién horneados. En cuanto a la comodidad las camas eran muy cómodas y las sábanas suaves lo que me permitió descansar muy bien cada noche. Sin embargo el tamaño de la habitación fue un poco más pequeño de lo que esperaba aunque estaba bien organizada y tenía todo lo necesario para una estancia agradable. En relación al valor creo que el precio fue justo considerando la calidad del servicio y la ubicación del hotel. Un detalle que me gustó mucho fue el personal siempre amable y dispuesto a ayudar; en una ocasión me recomendaron un restaurante cercano que result,
2024-05-12,Hotel,ProLiant Haven,5,Excelente hotel. habitaciones cómodas. excelente ubicación. ¡Volveré seguro!,
2021-05-12,Hotel,Aruba Luxury Lodge,5,Excelente hotel. instalaciones modernas. excelente ubicación. ¡Volveré seguro!,
2020-12-10,Hotel,Aruba Lodge,5,Excelente hotel. instalaciones modernas. personal amable. ¡Volveré seguro!,
2023-06-25,Servicio,Banco Camps y asociados S.Com. Tienda,5,Experiencia increíble. excelente relación calidad-precio. Lo mejor: instalaciones impecables.,
2021-05-16,Ruta,Simplivity Springs - Nimble Peak,3,"Experiencia promedio. transporte cómodo, aunque mal organizada.",
2019-11-12,Ruta,Aruba Central - HPE Innovation Hub,5,Experiencia inolvidable. guía muy informativo. Lo mejor: guía muy informativo.,
2020-03-11,Hotel,Alletra Boutique Hotel,4,Buena estancia en general. personal amable. Solo faltaban algunas comodidades menores.,
2021-07-28,Ruta,Apollo Heights - Composable Cloud,3,"Ruta aceptable. puntos de interés fascinantes, pero transporte incómodo.",
